Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Animal Source]	Characteristics[sex]	Term Source REF	Term Accession Number	Characteristics[age]	Unit	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Characteristics[diet]	Comment[Feeding Schedule]	Characteristics[Final Body Weight]	Unit	Term Source REF	Term Accession Number	Factor Value[Partial Weight Bearing]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[light cycle]	Parameter Value[Euthanasia Method]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
515408	515408_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	555.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519289	519289_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	453.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519292	519292_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	428.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519293	519293_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	422.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479659	479659_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	424.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479669	479669_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	424.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485917	485917_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	411.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485918	485918_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	432	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
492516	492516_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	415.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
492518	492518_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	411.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
492522	492522_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	393.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495117	495117_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	470.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495120	495120_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	430.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495124	495124_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	460.3	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501572	501572_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	449.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501579	501579_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	396.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479662	479662_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	362.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479666	479666_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	382	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485919	485919_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	378	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485920	485920_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	391.3	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
492515	492515_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	398	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
492519	492519_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	414.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
492521	492521_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	394.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495116	495116_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	376.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495121	495121_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	414.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501575	501575_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	397.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501576	501576_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	447.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501578	501578_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	415.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479664	479664_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	371.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
