Sample Name	Protocol REF	Parameter Value[Scanner]	Parameter Value[Volume Of Interest Location]	Parameter Value[Volume Of Interest Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Volume of Interest Location 2]	Parameter Value[Volume of Interest Size 2]	Unit	Term Source REF	Term Accession Number	Parameter Value[VOI Location 3]	Parameter Value[VOI Size 3]	Unit	Term Source REF	Term Accession Number	Parameter Value[Kilovolt Peak]	Unit	Term Source REF	Term Accession Number	Parameter Value[X-ray Intensity]	Unit	Term Source REF	Term Accession Number	Parameter Value[Integration Time Exposure]	Unit	Term Source REF	Term Accession Number	Parameter Value[Voxel Size]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Segmentation Selection Method]	Parameter Value[Filter Support Value]	Parameter Value[Filter Sigma/SD]	Parameter Value[Threshold Approach]	Parameter Value[Threshold Value]	Assay Name	Raw Data File	Parameter Value[Submitted Results Files]	Protocol REF	Parameter Value[Transformed Reusable Files]
GC1_RAT13A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC2_RAT13B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC3_RAT14A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC4_RAT14B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC5_RAT15A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC6_RAT15B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC7_RAT16A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC8_RAT16B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC9_RAT17A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC10_RAT17B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC11_RAT18A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC12_RAT18B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT1_RAT1A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT2_RAT1B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT3_RAT2A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT4_RAT2B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT5_RAT3A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT6_RAT3B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT7_RAT4A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT8_RAT4B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT9_RAT5A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT10_RAT5B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT11_RAT6A_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
FLT12_RAT6B_Humerus	Image Scan Acquisition	Scanco mCT40	Cortical: Diaphysis	240 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Cancellous: Entire Epiphysis	780 length	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC1_RAT13A_Parietal	Image Scan Acquisition	Scanco mCT40	Calvarial Thickness: 1.8mm rostral to lambdoid suture	1.2 x 2.4 rectangle	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC2_RAT13B_Parietal	Image Scan Acquisition	Scanco mCT40	Calvarial Thickness: 1.8mm rostral to lambdoid suture	1.2 x 2.4 rectangle	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
GC3_RAT14A_Parietal	Image Scan Acquisition	Scanco mCT40	Calvarial Thickness: 1.8mm rostral to lambdoid suture	1.2 x 2.4 rectangle	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable		Not Applicable	GLDS	https://genelab-data.ndc.nasa.gov/	55	kilovolt	UO	http://purl.obolibrary.org/obo/UO_0000248	145	milliampere	UO	http://purl.obolibrary.org/obo/UO_0000037	200	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	12	micron pixel	UO	http://purl.obolibrary.org/obo/UO_0000241	Image Processing And Reconstruction	Automatic	1	0.8	gray scale, 0-1000	245	microct	Not Available	LSDS-9_microCT_LV2_Parietal_NASA_5_25_18.xlsx, LSDS-9_microCT_Humerus_NASA_5_25_18.xlsx, LSDS-9_microCT_Femur_NASA_5_25_18.xlsx	ALSDA Processed Data	LSDS-9_microCT_turnerTRANSFORMED.csv
