Sample Name	Protocol REF	Parameter Value[Was Subject Anesthetized]	Parameter Value[Anesthesia Method]	Parameter Value[Was Calibration Performed]	Parameter Value[What Calibration Was Performed]	Parameter Value[Scanner]	Parameter Value[Volume Of Interest]	Parameter Value[Volume Of Interest Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Volume of Interest]	Parameter Value[Volume of Interest Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Voxel Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Raw Data File]	Parameter Value[Submitted Results File]	Protocol REF	Parameter Value[Transformed Reusable Files]
509777	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509778	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511686	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511698	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511706	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
515408	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509763	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509764	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509771	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509772	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511688	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511700	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511704	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511705	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
515406	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
515407	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491049	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491050	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491058	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
494310	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509767	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509768	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509776	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511685	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511697	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511699	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511703	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511708	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
494305	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
494306	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
494309	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509765	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509766	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509769	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511689	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511696	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511702	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511707	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511709	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
