Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Animal Source]	Characteristics[sex]	Term Source REF	Term Accession Number	Characteristics[age]	Unit	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Characteristics[diet]	Comment[Feeding Schedule]	Factor Value[Partial Weight Bearing]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[light cycle]	Parameter Value[Anesthesia Method]	Term Source REF	Term Accession Number	Parameter Value[Housing Temperature]	Unit	Term Source REF	Term Accession Number
475803	475803_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491048	491048_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491062	491062_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
494307	494307_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
494312	494312_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509773	509773_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509777	509777_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509778	509778_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511686	511686_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511698	511698_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511706	511706_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
515408	515408_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509763	509763_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509764	509764_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509771	509771_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509772	509772_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511688	511688_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511700	511700_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511704	511704_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511705	511705_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
515406	515406_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
515407	515407_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491049	491049_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491050	491050_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491058	491058_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
494310	494310_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509767	509767_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509768	509768_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509776	509776_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511685	511685_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511697	511697_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511699	511699_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511703	511703_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511708	511708_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
494305	494305_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
494306	494306_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
494309	494309_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509765	509765_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
